scenario,policy,period,asset,annualized_mean_contribution,sum_daily_return_contribution
delay1,constant75,2022,QQQ,-0.08659230634246541,-0.08624868607920165
delay1,constant75,2022,GLD,0.0005770879864291773,0.000574797954736998
delay1,constant75,2023,SPY,0.060371995039312884,0.05989285222154056
delay1,constant75,2023,QQQ,0.1138039945293402,0.11290078822355179
delay1,constant75,2023,GLD,0.03206533083788716,0.031810844085205514
delay1,constant75,2024,SPY,0.06895389924567948,0.0637549941438227
delay1,constant75,2024,QQQ,0.06644355282951217,0.0614339198780807
delay1,constant75,2024,GLD,0.06893853471625684,0.06374078805114224
delay1,constant75,exclude_2018,SPY,0.04532434328384282,0.26816903109607004
delay1,constant75,exclude_2018,QQQ,0.05890588659140551,0.34852649566581595
delay1,constant75,exclude_2018,GLD,0.03248689807831961,0.192214146963391
delay1,constant75,exclude_2019,SPY,0.031131369809004293,0.18345271494591817
delay1,constant75,exclude_2019,QQQ,0.04376961272674477,0.2579280749968888
delay1,constant75,exclude_2019,GLD,0.024320642190081246,0.14331807004869307
delay1,constant75,exclude_2020,SPY,0.033956926413515845,0.1999685666573711
delay1,constant75,exclude_2020,QQQ,0.039394496787583486,0.23198981441576944
delay1,constant75,exclude_2020,GLD,0.02132096905340388,0.12555681775893396
delay1,constant75,exclude_2021,SPY,0.03191825116451963,0.18808969436234782
delay1,constant75,exclude_2021,QQQ,0.0472370906388092,0.2783614269786971
delay1,constant75,exclude_2021,GLD,0.03294790653127108,0.1941573063449903
delay1,constant75,exclude_2022,SPY,0.05022115841323443,0.2961454023891522
delay1,constant75,exclude_2022,QQQ,0.07277734270180149,0.4291552827574485
delay1,constant75,exclude_2022,GLD,0.03150822573452211,0.18579850572023754
delay1,constant75,exclude_2023,SPY,0.03273314573944724,0.19315153854983347
delay1,constant75,exclude_2023,QQQ,0.03897879201787703,0.23000580845469504
delay1,constant75,exclude_2023,GLD,0.026193503575401338,0.154562459589769
delay1,constant75,exclude_2024,SPY,0.031716042520041836,0.1892893966275513
delay1,constant75,exclude_2024,QQQ,0.047161645314921445,0.2814726768001661
delay1,constant75,exclude_2024,GLD,0.020547469373142117,0.12263251562383232
delay1,constant50,all,SPY,0.024373773582073176,0.1680049393335758
delay1,constant50,all,QQQ,0.033017568114187615,0.22758538021565033
delay1,constant50,all,GLD,0.018014328592897127,0.12417019351532663
delay1,constant50,2018_2020,SPY,0.02389881189494547,0.07122225290914305
delay1,constant50,2018_2020,QQQ,0.042323315104713134,0.1261301969985697
delay1,constant50,2018_2020,GLD,0.0219250083601185,0.06534000507321029
delay1,constant50,2021_2024,SPY,0.024735534461416894,0.09678268642443277
delay1,constant50,2021_2024,QQQ,0.025929722282661584,0.10145518321708064
delay1,constant50,2021_2024,GLD,0.015035707390885717,0.058830188442116335
delay1,constant50,2018,SPY,-0.010237238257958909,-0.009993494489912267
delay1,constant50,2018,QQQ,-0.0038208521371439434,-0.0037298794672119447
delay1,constant50,2018,GLD,-0.0040335988207243,-0.003937560753564198
delay1,constant50,2019,SPY,0.04636863867978548,0.04636863867978548
delay1,constant50,2019,QQQ,0.05661518666021456,0.05661518666021456
delay1,constant50,2019,GLD,0.028714810888929514,0.028714810888929514
delay1,constant50,2020,SPY,0.03470937311168378,0.03484710871926983
delay1,constant50,2020,QQQ,0.07295538431226443,0.07324488980556708
delay1,constant50,2020,GLD,0.040402427843228984,0.040562754937844975
delay1,constant50,2021,SPY,0.04321126276039805,0.04321126276039805
delay1,constant50,2021,QQQ,0.04293411353565853,0.04293411353565853
delay1,constant50,2021,GLD,-0.0052376284270467316,-0.0052376284270467316
delay1,constant50,2022,SPY,-0.0289602488713063,-0.028845327248801116
delay1,constant50,2022,QQQ,-0.057884536943726306,-0.057654836400298816
delay1,constant50,2022,GLD,0.00041538156086072905,0.00041373322133350394
delay1,constant50,2023,SPY,0.04024686121059921,0.03992744167718175
delay1,constant50,2023,QQQ,0.07584400598163493,0.07524206942622513
delay1,constant50,2023,GLD,0.021310074429618523,0.021140946854780282
delay1,constant50,2024,SPY,0.04595410269263877,0.042489309235654096
delay1,constant50,2024,QQQ,0.04427178900079374,0.0409338366554958
delay1,constant50,2024,GLD,0.045979873269735703,0.04251313679304928
delay1,constant50,exclude_2018,SPY,0.030084242336364184,0.1779984338234881
delay1,constant50,exclude_2018,QQQ,0.039095536847807706,0.23131525968286226
delay1,constant50,exclude_2018,GLD,0.021652014806009715,0.12810775426889082
delay1,constant50,exclude_2019,SPY,0.02064131162609776,0.12163630065379036
delay1,constant50,exclude_2019,QQQ,0.02901312375486183,0.17097019355543577
delay1,constant50,exclude_2019,GLD,0.016198489172964358,0.0954553826263971
delay1,constant50,exclude_2020,SPY,0.022611707085448185,0.13315783061430597
delay1,constant50,exclude_2020,QQQ,0.026208762522466966,0.15434049041008324
delay1,constant50,exclude_2020,GLD,0.014197489569761032,0.08360743857748164
delay1,constant50,exclude_2021,SPY,0.021177108751811988,0.12479367657317778
delay1,constant50,exclude_2021,QQQ,0.03133476040630164,0.1846512666799918
delay1,constant50,exclude_2021,GLD,0.021960115238705783,0.12940782194237335
delay1,constant50,exclude_2022,SPY,0.03338241398301413,0.19685026658237695
delay1,constant50,exclude_2022,QQQ,0.04837182677471008,0.2852402166159491
delay1,constant50,exclude_2022,GLD,0.020986963656854825,0.12375646029399312
delay1,constant50,exclude_2023,SPY,0.02170513073934856,0.1280774976563941
delay1,constant50,exclude_2023,QQQ,0.02581742724877952,0.1523433107894252
delay1,constant50,exclude_2023,GLD,0.017460235479796686,0.10302924666054633
delay1,constant50,exclude_2024,SPY,0.02103054440470497,0.12551563009792172
delay1,constant50,exclude_2024,QQQ,0.031274061819919506,0.18665154356015454
delay1,constant50,exclude_2024,GLD,0.013681900461445407,0.08165705672227734
delay1,trend,all,SPY,0.03933802698736568,0.27115140030577056
delay1,trend,all,QQQ,0.05879449373074424,0.4052620460726299
delay1,trend,all,GLD,0.02769278746110226,0.19088242785688345
delay1,trend,2018_2020,SPY,0.02975451765177043,0.08867318554158568
delay1,trend,2018_2020,QQQ,0.061711636856283586,0.18391047332963878
delay1,trend,2018_2020,GLD,0.042092696422732015,0.12544291672012597
delay1,trend,2021_2024,SPY,0.0466374341993657,0.18247821476418485
delay1,trend,2021_2024,QQQ,0.05657261291200178,0.2213515727429911
delay1,trend,2021_2024,GLD,0.016724905483228074,0.06543951113675747
delay1,trend,2018,SPY,-0.028319322712841963,-0.027645053124440964
delay1,trend,2018,QQQ,0.002736764258178967,0.0026716032044128007
delay1,trend,2018,GLD,-0.005853339498562058,-0.0057139742724058185
delay1,trend,2019,SPY,0.05299641372006746,0.05299641372006746
delay1,trend,2019,QQQ,0.0782316395562777,0.0782316395562777
delay1,trend,2019,GLD,0.0569851489502736,0.0569851489502736
delay1,trend,2020,SPY,0.06307154105289214,0.06332182494595918
delay1,trend,2020,QQQ,0.10260008736511844,0.10300723056894827
delay1,trend,2020,GLD,0.07387857310137973,0.07417174204225821
delay1,trend,2021,SPY,0.08669185153150488,0.08669185153150488
delay1,trend,2021,QQQ,0.08613460162627375,0.08613460162627375
delay1,trend,2021,GLD,-0.026904226001539563,-0.026904226001539563
delay1,trend,2022,SPY,-0.04042352635859826,-0.040263115539714935
delay1,trend,2022,QQQ,-0.06301233000976389,-0.06276228108115371
delay1,trend,2022,GLD,-0.006886417005778853,-0.00685908995416862
delay1,trend,2023,SPY,0.05144168646388098,0.05103341911099304
delay1,trend,2023,QQQ,0.11695042641132634,0.11602224842393485
delay1,trend,2023,GLD,0.01438737436371389,0.014273188852890764
delay1,trend,2024,SPY,0.09194869971962778,0.08501605966140188
delay1,trend,2024,QQQ,0.08864019292288379,0.08195700377393621
delay1,trend,2024,GLD,0.09185523105739431,0.08492963823957489
delay1,trend,exclude_2018,SPY,0.05050080903045829,0.29879645343021155
delay1,trend,exclude_2018,QQQ,0.06804345513265639,0.402590442868217
delay1,trend,exclude_2018,GLD,0.03322756092326015,0.19659640212928925
delay1,trend,exclude_2019,SPY,0.037020240147876894,0.2181549865857031
delay1,trend,exclude_2019,QQQ,0.05549606898459309,0.3270304065163521
delay1,trend,exclude_2019,GLD,0.02272196248112168,0.13389727890660988
delay1,trend,exclude_2020,SPY,0.035291814683741554,0.2078295753598114
delay1,trend,exclude_2020,QQQ,0.05132628942515348,0.3022548155036816
delay1,trend,exclude_2020,GLD,0.019818795704370326,0.11671068581462524
delay1,trend,exclude_2021,SPY,0.03130222645866327,0.18445954877426568
delay1,trend,exclude_2021,QQQ,0.05415496026968467,0.3191274444463561
delay1,trend,exclude_2021,GLD,0.036957735200217244,0.21778665385842305
delay1,trend,exclude_2022,SPY,0.05281053700744437,0.31141451584548546
delay1,trend,exclude_2022,QQQ,0.07936886301665777,0.46802432715378356
delay1,trend,exclude_2022,GLD,0.033533554837405874,0.1977415178110521
delay1,trend,exclude_2023,SPY,0.037303114499720194,0.2201179811947775
delay1,trend,exclude_2023,QQQ,0.04901710087926775,0.289239797648695
delay1,trend,exclude_2023,GLD,0.029929743260932187,0.17660923900399272
delay1,trend,exclude_2024,SPY,0.031187570373923473,0.18613534064436865
delay1,trend,exclude_2024,QQQ,0.05417079166174921,0.32330504229869367
delay1,trend,exclude_2024,GLD,0.01775272804758096,0.10595278961730858
delay1,volatility,all,SPY,0.026836202570257577,0.18497811057356117
delay1,volatility,all,QQQ,0.02871676596372847,0.19794056539284266
delay1,volatility,all,GLD,0.027191755103447856,0.18742888339162272
delay1,volatility,2018_2020,SPY,0.014094548070561631,0.04200399048012613
delay1,volatility,2018_2020,QQQ,0.028103109084160843,0.08375172588176505
delay1,volatility,2018_2020,GLD,0.03331440748017989,0.09928222229212341
delay1,volatility,2021_2024,SPY,0.03654105300562437,0.14297412009343505
delay1,volatility,2021_2024,QQQ,0.029184165879098934,0.11418883951107758
delay1,volatility,2021_2024,GLD,0.02252835557512559,0.08814666109949933
delay1,volatility,2018,SPY,-0.017502648094146527,-0.01708591837761923
delay1,volatility,2018,QQQ,-0.012613723736299976,-0.012313396980673786
delay1,volatility,2018,GLD,-0.006607765879183877,-0.00645043812015569
delay1,volatility,2019,SPY,0.05375189374191676,0.05375189374191676
delay1,volatility,2019,QQQ,0.050624451045965184,0.050624451045965184
delay1,volatility,2019,GLD,0.052696632898014045,0.052696632898014045
delay1,volatility,2020,SPY,0.005316916241852991,0.005338015115828598
delay1,volatility,2020,QQQ,0.04526106441798957,0.045440671816473654
delay1,volatility,2020,GLD,0.05282639894701498,0.05303602751426503
delay1,volatility,2021,SPY,0.06365112832354716,0.06365112832354716
delay1,volatility,2021,QQQ,0.044651415213410504,0.044651415213410504
delay1,volatility,2021,GLD,-0.007259970330322879,-0.007259970330322879
delay1,volatility,2022,SPY,-0.03568928035300139,-0.03554765622461646
delay1,volatility,2022,QQQ,-0.04699569933861191,-0.04680920846822059
delay1,volatility,2022,GLD,0.0010638590421787643,0.0010596373793129756
delay1,volatility,2023,SPY,0.04826087182858093,0.0478778490362906
delay1,volatility,2023,QQQ,0.07225324643669245,0.07167980797290918
delay1,volatility,2023,GLD,0.030478708662465482,0.03023681414927131
delay1,volatility,2024,SPY,0.0724557310621024,0.06699279895821374
delay1,volatility,2024,QQQ,0.048309183896268565,0.044666824792978475
delay1,volatility,2024,GLD,0.06933804864854917,0.06411017990123792
delay1,volatility,exclude_2018,SPY,0.03415166686498824,0.20206402895118042
delay1,volatility,exclude_2018,QQQ,0.03553588096453798,0.2102539623735164
delay1,volatility,exclude_2018,GLD,0.03276833603015973,0.19387932151177842
delay1,volatility,exclude_2019,SPY,0.022268691341127536,0.1312262168316444
delay1,volatility,exclude_2019,QQQ,0.024999098192197384,0.14731611434687744
delay1,volatility,exclude_2019,GLD,0.022863654629218445,0.1347322504936087
delay1,volatility,exclude_2020,SPY,0.030504921870181004,0.17964009545773257
delay1,volatility,exclude_2020,QQQ,0.025896208343156996,0.15249989357636898
delay1,volatility,exclude_2020,GLD,0.022821428356532444,0.13439285587735772
delay1,volatility,exclude_2021,SPY,0.02058882123030541,0.12132698225001402
delay1,volatility,exclude_2021,QQQ,0.02601270427287333,0.15328915017943212
delay1,volatility,exclude_2021,GLD,0.033038108510390775,0.19468885372194564
delay1,volatility,exclude_2022,SPY,0.03739737095096956,0.22052576679817765
delay1,volatility,exclude_2022,QQQ,0.041505345230812875,0.24474977386106322
delay1,volatility,exclude_2022,GLD,0.03160501345565415,0.18636924601230975
delay1,volatility,exclude_2023,SPY,0.023234207066168244,0.13710026153727056
delay1,volatility,exclude_2023,QQQ,0.021397250080580518,0.12626075741993345
delay1,volatility,exclude_2023,GLD,0.026639140180949934,0.1571920692423514
delay1,volatility,exclude_2024,SPY,0.01976881551001832,0.11798531161534744
delay1,volatility,exclude_2024,QQQ,0.02568150440901979,0.15327374059986415
delay1,volatility,exclude_2024,GLD,0.020662442340144263,0.1233187034903848
delay1,logistic,all,SPY,0.03685667119287059,0.2540477692937151
delay1,logistic,all,QQQ,0.04629774712474829,0.319123756967015
delay1,logistic,all,GLD,0.03008540349569024,0.20737438838100772
delay1,logistic,2018_2020,SPY,0.03233322438990644,0.09635814093976086
delay1,logistic,2018_2020,QQQ,0.05832525913921438,0.1738185302125
delay1,logistic,2018_2020,GLD,0.034422117924263855,0.10258337524254824
delay1,logistic,2021_2024,SPY,0.040302014548880806,0.15768962835395428
delay1,logistic,2021_2024,QQQ,0.03713683280135681,0.14530522675451513
delay1,logistic,2021_2024,GLD,0.02678228733356165,0.10479101313845947
delay1,logistic,2018,SPY,-0.020853412054957426,-0.020356902244125105
delay1,logistic,2018,QQQ,-0.00878770955094559,-0.008578478371161172
delay1,logistic,2018,GLD,-0.00985742187243555,-0.009622721351663276
delay1,logistic,2019,SPY,0.07844773420700432,0.07844773420700432
delay1,logistic,2019,QQQ,0.0886413074398057,0.0886413074398057
delay1,logistic,2019,GLD,0.047852136795904124,0.047852136795904124
delay1,logistic,2020,SPY,0.038116054791202246,0.038267308976881624
delay1,logistic,2020,QQQ,0.0933851252500062,0.09375570114385544
delay1,logistic,2020,GLD,0.06409959632084371,0.06435395979830738
delay1,logistic,2021,SPY,0.07269217175426647,0.07269217175426647
delay1,logistic,2021,QQQ,0.07049012502117313,0.07049012502117313
delay1,logistic,2021,GLD,-0.008769635686543865,-0.008769635686543865
delay1,logistic,2022,SPY,-0.054098003839655365,-0.05388332922124403
delay1,logistic,2022,QQQ,-0.10243604920797406,-0.10202955694921226
delay1,logistic,2022,GLD,0.0007418923931058585,0.0007389483756728987
delay1,logistic,2023,SPY,0.06642406526995184,0.06589689014876175
delay1,logistic,2023,QQQ,0.11282645219736528,0.11193100416405286
delay1,logistic,2023,GLD,0.036608801063802675,0.036318255023613764
delay1,logistic,2024,SPY,0.07893537214329127,0.0729838956721701
delay1,logistic,2024,QQQ,0.07020704265520317,0.06491365451850134
delay1,logistic,2024,GLD,0.08274192380807127,0.07650344542571669
delay1,logistic,exclude_2018,SPY,0.0463782543444237,0.2744046715378402
delay1,logistic,exclude_2018,QQQ,0.05538629329659316,0.3277022353381762
delay1,logistic,exclude_2018,GLD,0.03667556784214158,0.21699710973267097
delay1,logistic,exclude_2019,SPY,0.02979879383289638,0.17560003508671082
delay1,logistic,exclude_2019,QQQ,0.03911217325310219,0.23048244952720937
delay1,logistic,exclude_2019,GLD,0.027070442693229703,0.1595222515851036
delay1,logistic,exclude_2020,SPY,0.03664196495946229,0.2157804603168335
delay1,logistic,exclude_2020,QQQ,0.03827004721525352,0.2253680558231596
delay1,logistic,exclude_2020,GLD,0.02428648787253402,0.14302042858270034
delay1,logistic,exclude_2021,SPY,0.030775495340027652,0.18135559753944866
delay1,logistic,exclude_2021,QQQ,0.042192373905961054,0.2486336319458419
delay1,logistic,exclude_2021,GLD,0.03667898590237238,0.21614402406755157
delay1,logistic,exclude_2022,SPY,0.052219809438606796,0.30793109851495915
delay1,logistic,exclude_2022,QQQ,0.07142034663989857,0.4211533139162273
delay1,logistic,exclude_2022,GLD,0.03504181082190065,0.2066354400053348
delay1,logistic,exclude_2023,SPY,0.03188569034601765,0.18815087914495338
delay1,logistic,exclude_2023,QQQ,0.03511269247232445,0.20719275280296218
delay1,logistic,exclude_2023,GLD,0.028988665505086265,0.17105613335739395
delay1,logistic,exclude_2024,SPY,0.03033782988871632,0.18106387362154502
delay1,logistic,exclude_2024,QQQ,0.042593713974086074,0.2542101024485137
delay1,logistic,exclude_2024,GLD,0.021927844165381218,0.13087094295529106
delay1,gbm,all,SPY,0.04075778384879596,0.28093758152920073
delay1,gbm,all,QQQ,0.04797598450008715,0.3306916074470293
delay1,gbm,all,GLD,0.031036821713942536,0.21393237824253247
delay1,gbm,2018_2020,SPY,0.04207228844831084,0.12538209771698985
delay1,gbm,2018_2020,QQQ,0.06478618943496273,0.1930731280383215
delay1,gbm,2018_2020,GLD,0.038791322599418365,0.1156042986990603
delay1,gbm,2021_2024,SPY,0.03975657395606198,0.15555548381221077
delay1,gbm,2021_2024,QQQ,0.035172268570988215,0.13761847940870786
delay1,gbm,2021_2024,GLD,0.02513050308818964,0.09832807954347217
delay1,gbm,2018,SPY,-0.016790839982363904,-0.016391058078021905
delay1,gbm,2018,QQQ,-0.005560790333250836,-0.005428390563411531
delay1,gbm,2018,GLD,-0.007411257529717885,-0.007234799017105555
delay1,gbm,2019,SPY,0.07568753580430315,0.07568753580430315
delay1,gbm,2019,QQQ,0.09231574004325849,0.09231574004325849
delay1,gbm,2019,GLD,0.05317992318501093,0.05317992318501093
delay1,gbm,2020,SPY,0.06582441200655566,0.06608561999070865
delay1,gbm,2020,QQQ,0.10576607192385605,0.10618577855847453
delay1,gbm,2020,GLD,0.06938384182549819,0.06965917453115492
delay1,gbm,2021,SPY,0.06760152610497909,0.06760152610497909
delay1,gbm,2021,QQQ,0.06920976994243377,0.06920976994243377
delay1,gbm,2021,GLD,-0.008567959223209288,-0.008567959223209288
delay1,gbm,2022,SPY,-0.04662232168729146,-0.04643731247424665
delay1,gbm,2022,QQQ,-0.0983507735103451,-0.09796049266308182
delay1,gbm,2022,GLD,-0.0006508575143023587,-0.0006482747463884605
delay1,gbm,2023,SPY,0.06024222473973091,0.05976411184497114
delay1,gbm,2023,QQQ,0.10224476607226743,0.10143329967486849
delay1,gbm,2023,GLD,0.03432143073791976,0.03404903843047595
delay1,gbm,2024,SPY,0.08071263476738118,0.0746271583365072
delay1,gbm,2024,QQQ,0.07023110480056145,0.06493590245448738
delay1,gbm,2024,GLD,0.07948845202065957,0.07349527508259397
delay1,gbm,exclude_2018,SPY,0.05025272782093903,0.29732863960722256
delay1,gbm,exclude_2018,QQQ,0.05680901374824352,0.33611999801044085
delay1,gbm,exclude_2018,GLD,0.037380367987544454,0.22116717725963803
delay1,gbm,exclude_2019,SPY,0.03483031078967958,0.20525004572489752
delay1,gbm,exclude_2019,QQQ,0.04045166234730657,0.23837586740377087
delay1,gbm,exclude_2019,GLD,0.02727920449460972,0.16075245505752156
delay1,gbm,exclude_2020,SPY,0.036484295355592986,0.21485196153849204
delay1,gbm,exclude_2020,QQQ,0.03812363132069799,0.22450582888855483
delay1,gbm,exclude_2020,GLD,0.024499223271743354,0.14427320371137753
delay1,gbm,exclude_2021,SPY,0.03620248213259518,0.2133360554242216
delay1,gbm,exclude_2021,QQQ,0.0443726754553253,0.2614818375045955
delay1,gbm,exclude_2021,GLD,0.03775763302448951,0.22250033746574177
delay1,gbm,exclude_2022,SPY,0.05551714218631812,0.3273748940034473
delay1,gbm,exclude_2022,QQQ,0.07269201159337013,0.4286521001101112
delay1,gbm,exclude_2022,GLD,0.03638918206810773,0.21458065298892096
delay1,gbm,exclude_2023,SPY,0.037481986792485426,0.22117346968422952
delay1,gbm,exclude_2023,QQQ,0.03885211402729289,0.22925830777216083
delay1,gbm,exclude_2023,GLD,0.030484600963442,0.17988333981205656
delay1,gbm,exclude_2024,SPY,0.03456796984345663,0.20631042319269355
delay1,gbm,exclude_2024,QQQ,0.0445282165280057,0.265755704992542
delay1,gbm,exclude_2024,GLD,0.023530684837968417,0.1404371031599385
